city;district;front;size;property_age;bedrooms;bathrooms;livingrooms;kitchen;garage;driver_room;maid_room;furnished;ac;roof;pool;frontyard;basement;duplex;stairs;elevator;fireplace;price;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;‘—ﬁ;300;7;3;4;3;1;1;1;1;1;1;1;1;1;0;1;1;0;0;115000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;‘„«·;250;0;3;3;2;1;1;0;1;0;1;0;1;1;0;1;0;0;0;100000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;‘„«· €—»Ì;650;9;5;5;5;1;1;1;1;0;1;1;1;1;0;0;1;1;1;320000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê»;400;7;4;5;4;1;1;1;1;0;1;1;1;1;0;1;1;0;0;160000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê» €—»Ì;95000;0;3;3;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;95000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;‘—ﬁ;550;0;5;5;3;1;1;1;1;0;1;1;0;1;0;1;1;1;0;180000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;‘„«· ‘—ﬁÌ;600;0;4;5;2;1;1;1;1;1;1;1;1;1;0;0;1;0;1;195000;
 Ãœ…;   ÕÌ «·‰Â÷… ;‘—ﬁ;320;10;4;4;2;1;1;1;0;0;1;0;0;1;0;1;1;0;0;85000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;€—»;330;7;5;5;2;1;0;1;1;0;1;0;0;1;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·—»Ê… ;‘„«· ‘—ﬁÌ;790;21;5;5;5;1;1;1;1;0;1;1;0;1;0;0;1;0;1;160000;
 Ãœ…;   ÕÌ «·‰Â÷… ;€—»;450;3;5;5;4;0;1;1;1;0;1;1;0;1;0;0;1;0;0;160000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;€—»;300;3;3;5;4;1;1;1;1;0;1;1;1;0;1;1;1;0;0;120000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;Ã‰Ê»;450;2;5;5;5;1;1;1;1;0;1;1;0;1;1;0;1;1;0;175000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;330;0;5;5;3;1;0;1;1;0;1;1;0;1;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘„«·;500;6;4;4;4;1;1;1;1;0;1;1;1;1;0;0;1;1;1;135000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;300;5;3;4;4;1;1;1;1;1;1;1;1;1;0;1;1;0;0;115000;
 Ãœ…;   ÕÌ «·‰Â÷… ;‘„«·;360;8;4;5;2;1;1;1;1;0;1;1;1;0;0;1;1;0;0;60000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;€—»;280;5;4;5;4;1;0;1;1;1;1;1;1;1;0;1;1;0;0;180000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;Ã‰Ê»;400;6;5;5;3;1;1;1;1;0;1;1;1;1;1;1;1;0;0;160000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;‘„«·;350;6;5;5;4;1;1;1;1;0;1;1;1;1;0;1;1;0;0;160000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;€—»;280;5;3;5;3;1;1;1;1;0;1;0;1;1;0;1;1;0;0;50000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;‘—ﬁ;300;9;3;4;4;1;0;1;1;0;1;1;0;0;0;1;1;0;0;85000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;€—»;375;9;4;5;2;1;1;1;1;0;1;1;0;1;0;1;1;0;0;80000;
 Ãœ…;   ÕÌ «·—Ê÷… ;‘„«· ‘—ﬁÌ;220;10;4;3;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;45000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê»;700;15;5;5;3;1;1;1;1;0;1;1;0;1;1;0;1;0;0;250000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;Ã‰Ê» €—»Ì;550;9;5;4;3;1;1;1;1;0;1;1;1;1;0;0;1;1;0;135000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;€—»;400;6;7;5;3;1;1;1;1;0;1;1;1;1;1;1;1;0;1;160000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;Ã‰Ê»;300;8;3;3;2;1;1;1;1;0;0;1;0;0;0;1;1;0;0;85000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;Ã‰Ê»;400;3;5;5;4;1;1;1;1;0;1;1;0;1;0;1;0;0;0;80000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;Ã‰Ê»;560;0;5;5;3;1;1;1;1;0;1;1;0;1;0;0;1;1;0;180000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;350;0;5;5;3;1;1;1;1;0;1;1;0;1;0;1;1;0;0;110000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;€—»;375;7;4;5;2;1;1;1;1;0;0;1;1;0;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·Œ«·œÌ… ;‘„«·;250;5;3;4;2;1;1;1;1;0;1;0;1;1;0;1;1;0;0;90000;
 Ãœ…;   ÕÌ ÿÌ»… ;‘„«·;600;8;6;5;2;1;1;1;1;0;0;1;0;1;0;0;1;0;0;85000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;450;5;5;5;3;1;1;1;1;0;1;1;1;1;0;1;1;1;0;140000;
 Ãœ…;   ÕÌ «·„‰ “Â ;‘„«·;500;0;5;4;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;140000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;‘„«·;185;0;3;3;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;60000;
 Ãœ…;   ÕÌ «·—Ê÷… ;Ã‰Ê»;500;10;5;5;4;1;1;1;1;0;1;0;1;1;0;0;1;0;0;250000;
 Ãœ…;   ÕÌ «·—Ê÷… ;‘„«· ‘—ﬁÌ;300;2;6;5;2;1;1;1;1;0;0;0;0;1;0;1;0;1;0;110000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;€—»;250;6;6;5;3;1;1;1;1;0;0;0;1;1;0;1;1;1;0;150000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;Ã‰Ê»;360;0;5;5;3;1;1;1;1;0;0;1;0;1;0;1;1;0;0;110000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;€—»;230;0;4;5;3;1;1;1;1;0;1;1;0;1;0;1;1;1;0;80000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;‘„«· €—»Ì;300;0;5;3;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;40000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;250;0;5;5;2;1;1;1;1;0;1;1;1;1;0;1;1;1;0;200000;
 Ãœ…;   ÕÌ «·’›« ;‘„«·;450;18;5;5;3;1;0;1;1;0;0;1;0;1;0;0;1;0;0;65000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê»;600;17;5;4;2;1;1;1;1;0;1;0;1;1;0;1;1;0;0;120000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘„«·;300;4;7;5;3;1;1;1;1;0;1;1;1;1;0;1;1;0;0;150000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;€—»;375;5;6;5;4;1;1;1;1;0;1;1;1;1;0;0;1;1;0;180000;
 Ãœ…;   ÕÌ «·’›« ;‘—ﬁ;1200;12;7;5;3;0;1;1;1;0;0;1;0;1;0;0;1;1;0;200000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;€—»;600;10;7;5;5;1;1;1;1;1;1;1;0;1;1;1;1;0;0;150000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;‘—ﬁ;375;6;6;4;3;1;1;1;1;0;1;1;1;1;0;1;1;0;0;120000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;‘„«·;250;2;5;5;3;1;1;1;1;0;1;1;0;1;0;1;1;0;0;75000;
 Ãœ…;   ÕÌ «·—»Ê… ;‘„«·;1000;14;5;5;3;1;1;1;1;0;1;1;1;1;0;0;1;0;0;100000;
 Ãœ…;   ÕÌ «·—Ì«÷ ;Ã‰Ê»;200;0;5;3;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;35000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;€—»;250;2;5;4;3;1;1;1;0;0;0;1;0;0;0;0;1;0;0;50000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;‘—ﬁ;312;2;7;5;3;1;1;1;1;0;0;1;1;1;0;1;1;0;0;70000;
 Ãœ…;   ÕÌ «·‰Â÷… ;‘„«·;1042;0;7;4;2;1;1;1;1;0;0;1;0;1;0;0;1;0;1;140000;
 Ãœ…;   ÕÌ «»Õ— «·Ã‰Ê»Ì… ;€—»;350;2;5;5;3;1;1;1;1;0;0;1;1;1;0;1;0;0;0;120000;
 Ãœ…;   ÕÌ «·„—Ã«‰ ;‘„«·;240;4;4;5;2;1;1;1;1;0;1;1;1;1;0;0;0;0;0;150000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;3 ‘Ê«—⁄;300;4;3;3;2;1;0;0;0;1;1;0;1;1;0;1;1;0;0;180000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«·;1350;6;5;5;4;1;1;1;1;1;1;1;1;1;1;1;1;0;1;200000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«·;400;8;4;4;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;200000;
 Ãœ…;   ÕÌ «·—Ê÷… ;‘„«·;280;10;5;5;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;100000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;€—»;750;13;5;5;5;1;1;1;1;0;1;1;0;1;0;0;1;0;0;160000;
 Ãœ…;   ÕÌ ÿÌ»… ;‘—ﬁ;400;3;5;3;2;0;1;1;1;0;0;1;1;1;0;1;1;0;0;50000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘„«·;356;10;5;5;3;1;1;1;1;0;1;1;1;0;0;0;1;0;0;125000;
 Ãœ…;   ÕÌ «·’›« ;Ã‰Ê»;300;0;7;5;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;45000;
 Ãœ…;   ÕÌ «·—Õ„«‰Ì… ;€—»;300;0;5;5;3;1;1;1;0;0;0;1;0;1;0;0;1;1;0;65000;
 Ãœ…;   ÕÌ «·”«„— ;‘„«·;400;0;7;4;2;1;1;1;0;0;0;1;0;1;0;1;0;0;0;70000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;‘„«·;350;7;5;4;2;1;1;1;1;1;1;0;0;1;0;1;1;0;0;110000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;Ã‰Ê»;375;5;5;5;3;1;1;1;1;0;1;1;1;1;1;1;1;0;0;170000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;‘—ﬁ;400;2;5;5;4;1;1;1;0;0;1;1;1;1;0;1;1;0;0;65000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;€—»;330;0;5;3;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;36000;
 Ãœ…;   ÕÌ «·“„—œ ;€—»;125;0;3;3;2;1;1;1;1;0;1;0;1;0;0;0;1;0;0;100000;
 Ãœ…;   ÕÌ «·«‰œ·” ;€—»;514;15;7;4;5;1;1;1;1;0;0;0;0;1;0;0;1;0;0;180000;
 Ãœ…;   ÕÌ «·—Ì«÷ ;Ã‰Ê»;492;5;5;5;4;1;1;1;1;1;1;1;1;1;0;0;1;0;0;55000;
 Ãœ…;   ÕÌ «·”·«„… ;‘„«· ‘—ﬁÌ;211;0;3;3;3;1;1;1;1;0;1;1;1;1;0;0;1;0;0;135000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;640;5;5;5;3;1;1;1;1;0;1;1;1;1;0;0;1;1;0;370000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;€—»;300;3;4;4;3;1;1;0;1;0;0;1;1;1;0;1;1;0;0;180000;
 Ãœ…;   ÕÌ «»Õ— «·Ã‰Ê»Ì… ;4 ‘Ê«—⁄;440;0;5;5;2;1;1;1;1;0;1;1;1;0;0;0;1;0;0;175000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê»;380;8;7;5;2;1;1;1;1;0;1;1;0;0;0;0;1;0;0;100000;
 Ãœ…;   ÕÌ «»Õ— «·Ã‰Ê»Ì… ;Ã‰Ê»;160;5;3;4;2;1;1;0;1;0;1;0;1;1;0;0;0;0;0;95000;
 Ãœ…;   ÕÌ «„ Õ»·Ì‰ ;Ã‰Ê»;220;0;6;4;2;1;1;1;1;0;0;1;0;0;0;0;0;1;0;35000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;‘„«·;430;0;6;3;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;60000;
 Ãœ…;   ÕÌ «·—Õ«» ;3 ‘Ê«—⁄;587;11;5;5;2;1;1;1;1;0;0;1;0;1;0;0;0;0;0;130000;
 Ãœ…;   ÕÌ «·“„—œ ;‘—ﬁ;280;0;6;4;3;1;1;0;1;1;1;1;0;1;0;1;1;0;1;50000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;‘„«·;350;0;5;5;2;1;1;1;1;0;1;1;0;1;1;1;1;1;0;95000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘„«· €—»Ì;370;15;3;4;3;1;1;1;1;0;0;1;0;1;0;1;1;0;0;120000;
 Ãœ…;   ÕÌ «·Œ«·œÌ… ;€—»;750;25;5;5;2;1;1;1;1;1;1;1;1;1;0;0;1;0;0;190000;
 Ãœ…;   ÕÌ «·„—Ê… ;‘„«·;512;8;5;5;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;50000;
 Ãœ…;   ÕÌ «·“„—œ ;Ã‰Ê»;1200;7;6;5;2;1;1;1;1;1;1;0;1;1;0;0;1;0;0;350000;
 Ãœ…;   ÕÌ ÿÌ»… ;€—»;313;2;7;5;3;1;1;1;1;0;1;1;1;1;0;1;1;1;1;65000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;‘„«·;300;8;5;5;2;1;0;1;1;0;1;0;1;1;1;1;1;0;0;150000;
 Ãœ…;   ÕÌ «·„—Ã«‰ ;€—»;330;4;4;4;2;1;1;1;1;0;1;1;1;1;1;0;1;0;0;120000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;‘„«·;300;12;5;4;2;0;0;1;0;0;1;0;0;0;0;1;1;0;0;75000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;‘—ﬁ;550;0;7;5;2;1;1;1;0;0;0;1;0;1;0;1;0;0;0;115000;
 Ãœ…;   ÕÌ «·„—Ê… ;‘—ﬁ;400;9;5;5;2;1;1;1;1;0;0;0;0;1;0;0;0;1;0;50000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;300;9;6;5;3;1;1;0;1;0;1;1;0;1;0;1;1;0;0;75000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;Ã‰Ê»;300;8;4;5;3;1;0;0;0;0;0;1;0;1;0;1;1;0;0;85000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;€—»;450;6;4;5;5;1;1;1;1;0;1;1;1;1;0;1;1;1;0;200000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;320;4;4;5;3;1;1;1;1;0;1;1;0;1;0;1;1;0;0;80000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;‘„«·;400;8;6;5;3;1;1;1;1;0;1;1;1;1;1;1;1;0;0;160000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;Ã‰Ê»;360;7;4;4;2;1;0;1;1;0;1;1;0;1;0;1;1;0;0;70000;
 Ãœ…;   ÕÌ «·—Ê÷… ;Ã‰Ê»;300;4;4;4;2;1;0;1;1;0;0;0;0;0;0;0;1;1;0;85000;
 Ãœ…;   ÕÌ «·Œ«·œÌ… ;‘„«·;360;5;5;5;3;1;1;1;1;0;1;1;1;0;0;1;1;0;0;120000;
 Ãœ…;   ÕÌ «»Õ— «·Ã‰Ê»Ì… ;‘„«·;250;9;6;4;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;55000;
 Ãœ…;   ÕÌ «·Õ„—«¡ ;‘—ﬁ;300;6;5;3;3;1;0;0;1;0;1;0;0;1;0;0;1;0;0;150000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«·;350;0;4;4;1;1;1;1;0;1;1;0;1;1;0;0;1;0;0;3000;
 Ãœ…;   ÕÌ „‘—›… ;Ã‰Ê» ‘—ﬁÌ;437;36;7;5;5;1;0;1;1;0;0;1;0;0;0;0;1;0;0;75000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;300;3;4;3;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;120000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;€—»;325;8;5;5;3;0;1;1;1;0;0;1;1;1;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;€—»;400;0;4;5;4;1;1;1;1;0;1;1;1;1;0;1;1;1;0;250000;
 Ãœ…;   ÕÌ «·“Â—«¡ ;Ã‰Ê»;350;5;5;3;3;1;1;1;1;0;0;1;1;1;1;0;1;1;0;160000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;Ã‰Ê»;300;13;4;5;2;1;1;1;1;0;0;1;0;1;0;1;1;0;0;65000;
 Ãœ…;   ÕÌ «·”·«„… ;‘„«·;350;11;6;5;3;1;1;0;0;0;1;0;0;0;1;1;1;0;0;80000;
 Ãœ…;   ÕÌ «·—Õ„«‰Ì… ;€—»;300;0;5;5;2;1;0;0;0;1;1;0;0;1;0;1;1;0;0;72000;
 Ãœ…;   ÕÌ «·—Ê÷… ;‘„«· ‘—ﬁÌ;350;0;7;5;2;1;1;1;0;0;0;0;0;0;0;0;1;1;0;110000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;Ã‰Ê»;375;7;6;3;3;1;1;1;1;0;0;0;1;1;0;0;0;0;0;110000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;‘„«·;180;9;2;4;3;1;1;0;1;0;1;1;1;0;1;0;0;1;0;60000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;350;0;7;2;5;1;1;1;1;0;1;1;0;1;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;€—»;750;17;5;5;3;1;1;1;1;0;1;0;0;1;1;0;0;0;0;150000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;€—»;450;0;5;4;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;46000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;300;11;5;5;3;1;1;1;1;0;1;1;0;1;1;1;1;0;0;95000;
 Ãœ…;   ÕÌ «·—Ê÷… ;3 ‘Ê«—⁄;500;23;5;4;3;1;1;1;1;0;0;0;0;1;0;0;1;0;0;700000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;‘„«·;320;4;7;5;2;1;1;1;1;0;0;1;0;1;0;1;1;0;0;55000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;Ã‰Ê»;300;0;1;5;3;1;1;1;1;0;0;1;0;1;0;0;1;0;0;60000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;Ã‰Ê»;350;13;3;5;2;1;0;1;1;0;1;1;0;1;0;1;1;0;0;75000;
 Ãœ…;   ÕÌ «·›Ì’·Ì… ;‘„«· ‘—ﬁÌ;155;4;5;5;3;1;1;1;1;0;0;1;0;0;0;1;1;1;0;70000;
 Ãœ…;   ÕÌ «·«Ã«ÊÌœ ;‘„«· €—»Ì;300;6;7;5;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;60000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;Ã‰Ê»;290;0;5;5;2;1;1;1;1;0;0;1;1;1;0;0;1;0;0;65000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;€—»;262;2;6;4;3;1;0;1;1;0;0;0;1;0;0;0;1;0;0;60000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;€—»;200;7;7;5;2;1;1;1;1;1;1;0;0;1;0;0;1;0;0;80000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«·;600;4;5;4;2;1;1;0;0;1;1;1;1;1;0;0;0;0;0;45000;
 Ãœ…;   ÕÌ «·”·«„… ;Ã‰Ê»;1;5;5;5;2;1;1;1;1;0;1;0;0;0;0;0;1;1;0;145000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;‘—ﬁ;200;12;3;4;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;140000;
 Ãœ…;   ÕÌ «·ﬂÊÀ— ;Ã‰Ê»;300;6;5;5;3;1;1;1;1;0;1;1;0;1;0;1;1;1;0;48000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;‘„«· €—»Ì;303;0;5;3;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;40000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;300;9;4;5;3;0;1;1;1;0;0;1;0;1;0;1;0;0;0;90000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;Ã‰Ê» ‘—ﬁÌ;575;10;6;5;3;1;1;1;0;0;0;1;0;1;0;0;0;0;0;170000;
 Ãœ…;   ÕÌ «·Õ„—«¡ ;‘„«·;400;5;5;4;3;1;1;1;1;0;1;0;0;1;0;1;1;0;0;200000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;Ã‰Ê»;300;15;5;5;3;1;1;1;1;0;0;0;0;1;0;1;1;0;0;59000;
 Ãœ…;   ÕÌ «·‘«ÿ∆ ;Ã‰Ê»;750;20;5;5;3;1;1;1;1;0;1;1;1;1;0;0;1;0;0;350000;
 Ãœ…;   ÕÌ «·›—œÊ” ;Ã‰Ê»;321;0;5;5;2;1;1;1;1;0;1;1;1;1;0;1;1;1;0;80000;
 Ãœ…;   ÕÌ «·Õ„—«¡ ;‘„«· €—»Ì;850;25;7;5;5;1;1;1;1;0;0;1;0;1;0;0;1;0;0;100000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;Ã‰Ê»;312;0;7;5;3;1;1;1;1;0;0;1;0;0;0;0;1;0;0;55000;
 Ãœ…;   ÕÌ «·›Ì’·Ì… ;‘—ﬁ;660;24;5;5;5;1;1;1;1;1;1;1;1;1;1;0;1;0;0;160000;
 Ãœ…;   ÕÌ «·—»Ê… ;‘„«·;375;9;7;5;2;1;1;1;1;1;1;1;1;1;0;1;1;0;0;120000;
 Ãœ…;   ÕÌ «·«„Ê«Ã ;€—»;515;0;4;5;3;1;1;1;1;0;1;1;1;1;0;1;1;1;0;135000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;€—»;375;14;5;5;5;1;1;1;1;0;0;1;0;1;1;1;1;0;0;90000;
 Ãœ…;   ÕÌ «·‘—«⁄ ;€—»;300;4;6;5;3;1;1;1;0;0;1;1;0;1;0;1;1;1;0;65000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;‘—ﬁ;300;0;5;5;2;1;1;1;0;0;0;1;0;1;0;1;1;0;0;60000;
 Ãœ…;   ÕÌ «·‘—«⁄ ;€—»;300;3;5;5;3;1;1;1;1;0;1;1;0;1;0;1;0;1;0;75000;
 Ãœ…;   ÕÌ «·—»Ê… ;Ã‰Ê»;650;30;7;5;2;1;0;1;0;0;0;1;0;1;0;1;1;0;0;50000;
 Ãœ…;   ÕÌ «·„Õ„œÌ… ;‘—ﬁ;300;5;6;4;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;80000;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;‘—ﬁ;250;0;5;5;2;1;1;1;1;0;0;0;0;0;0;0;1;1;0;70000;
 Ãœ…;   ÕÌ «·—ÊÌ” ;3 ‘Ê«—⁄;2500;15;7;3;1;1;1;0;0;0;0;1;0;1;1;0;1;0;1;65000;
 Ãœ…;   ÕÌ «·Œ«·œÌ… ;3 ‘Ê«—⁄;2700;10;7;5;5;1;1;1;1;1;1;1;0;1;0;0;1;1;0;450000;
 Ãœ…;   ÕÌ «»Õ— «·‘„«·Ì… ;‘„«·;276;0;3;4;2;1;1;0;1;0;1;1;1;0;0;0;1;0;0;66500;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;€—»;310;0;6;4;2;1;1;1;0;0;0;1;0;0;0;1;1;0;0;52000;
 Ãœ…;   ÕÌ «·»Ê«œÌ ;Ã‰Ê» €—»Ì;608;10;7;5;3;1;0;1;1;0;0;1;1;1;0;0;1;0;1;250000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;‘„«·;312;4;5;5;3;1;1;0;1;1;1;0;0;1;0;1;1;1;0;100000;
 Ãœ…;   ÕÌ «·—Ì«‰ ;‘—ﬁ;500;10;5;5;3;1;1;1;0;0;0;1;0;1;1;0;1;0;0;150000;
 Ãœ…;   ÕÌ «·’«·ÕÌ… ;‘„«·;300;0;5;5;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;50000;
 Ãœ…;   ÕÌ «·„—Ã«‰ ;€—»;500;2;7;5;2;1;1;1;1;0;0;1;1;1;0;1;1;1;0;220000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«·;999;0;3;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1100;
 Ãœ…;   ÕÌ «·’Ê«—Ï ;€—»;250;4;5;5;4;1;1;1;1;0;1;1;1;1;0;1;1;0;1;65000;
 Ãœ…;   ÕÌ «·»”« Ì‰ ;‘„«·;300;10;5;5;3;1;0;1;1;0;1;0;0;1;0;1;1;0;0;100000;
 Ãœ…;   ÕÌ «·—Õ„«‰Ì… ;€—»;300;0;7;5;3;1;1;1;0;0;0;1;1;1;0;1;1;0;0;70000;
 Ãœ…;   ÕÌ «·“„—œ ;‘„«· ‘—ﬁÌ;350;0;5;5;2;1;1;1;1;1;1;1;1;1;0;1;0;0;1;2000;
 Ãœ…;   ÕÌ «·’›« ;‘„«· €—»Ì;892;28;7;5;2;1;1;1;1;1;1;1;0;1;0;0;1;0;0;170000;
 Ãœ…;   ÕÌ «·—Ì«÷ ;Ã‰Ê»;420;6;5;5;2;1;1;1;1;0;0;0;0;1;0;0;0;0;0;45000;
 Ãœ…;   ÕÌ «·“„—œ ;Ã‰Ê»;312;0;5;5;3;1;1;1;0;0;0;1;0;1;0;1;0;0;0;60000;
 Ãœ…;   ÕÌ «·Ì«ﬁÊ  ;‘„«·;220;5;5;5;2;1;0;1;1;1;1;1;0;1;0;1;0;0;0;70000;
 Ãœ…;   ÕÌ »‰Ì „«·ﬂ ;3 ‘Ê«—⁄;400;9;7;5;3;1;1;1;1;1;1;1;0;1;1;1;0;1;1;60000;
 Ãœ…;   ÕÌ ÿÌ»… ;‘„«·;325;2;5;5;5;1;1;1;1;1;1;1;1;1;0;0;1;1;0;120000;
 Ãœ…;   ÕÌ «·Õ„œ«‰Ì… ;3 ‘Ê«—⁄;300;0;5;5;3;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1300000;
 Ãœ…;   ÕÌ «·‰⁄Ì„ ;Ã‰Ê»;600;17;5;4;5;1;1;1;1;0;1;1;1;1;0;0;1;1;0;170000;
